වස්තුවක් විද්‍යුත් ආරෝපණය වන ප්‍රධාන ක්‍රම 3 මොනවාද?,"ඝර්ෂණය, ස්පර්ශය සහ විද්‍යුත් ප්‍රේරණය."
ආරෝපණය ක්වොන්ටීකරණය වී ඇති බව දක්වන සූත්‍රය කුමක්ද?,$Q = \pm ne$
මූලික ආරෝපණයේ ($e$) අගය කොපමණද?,$1.6 \times 10^{-19} C$
කූලෝම් නියමයට අනුව ලක්ෂ්‍යාකාර ආරෝපණ දෙකක් අතර ක්‍රියා කරන බලය ($F$) ඒවායේ ආරෝපණ වල ගුණිතයට ($Q_1 Q_2$) දක්වන සම්බන්ධතාවය කුමක්ද?,බලය ආරෝපණ වල ගුණිතයට අනුලෝමව සමානුපාතික වේ ($F \propto Q_1 Q_2$).
කූලෝම් නියමයට අනුව බලය ($F$) සහ ආරෝපණ අතර දුර ($r$) අතර සම්බන්ධතාවය කුමක්ද?,බලය ආරෝපණ අතර දුරෙහි වර්ගයට ප්‍රතිලෝමව සමානුපාතික වේ ($F \propto \frac{1}{r^2}$).
රික්තයේ පාරවෛද්‍යතාවය ($\varepsilon_0$) සඳහා සූත්‍රගත අගය $\frac{1}{4\pi\varepsilon_0}$ කොපමණද?,$9 \times 10^9 Nm^2 C^{-2}$
සාපේක්ෂ පාරවෛද්‍යතාවය ($\varepsilon_r$) හෙවත් පාරවිද්‍යුත් නියතය ($k$) යනු කුමක්ද?,$\varepsilon_r = \frac{\text{අදාළ මාධ්‍යයේ පාරවෛද්‍යතාව (}\varepsilon\text{)}}{\text{රික්තයේ පාරවෛද්‍යතාව (}\varepsilon_0\text{)}}$
විද්‍යුත් ක්ෂේත්‍ර තීව්‍රතාවය ($E$) අර්ථ දක්වන්නේ කෙසේද?,විද්‍යුත් ක්ෂේත්‍රයක තබන ලද ඒකක ධන ආරෝපණයක් මත ක්‍රියා කරන බලයයි.
විද්‍යුත් ක්ෂේත්‍ර තීව්‍රතාවයේ ඒකකය කුමක්ද?,$NC^{-1}$ හෝ $Vm^{-1}$
ලක්ෂ්‍යාකාර ආරෝපණයක සිට $r$ දුරකදී ක්ෂේත්‍ර තීව්‍රතාවය සෙවීමේ සූත්‍රය කුමක්ද?,$E = \frac{1}{4\pi\varepsilon} \frac{Q}{r^2}$
උදාසීන ලක්ෂ්‍යයක් යනු කුමක්ද?,සම්ප්‍රයුක්ත විද්‍යුත් ක්ෂේත්‍ර තීව්‍රතාවය ශුන්‍ය වන ($E = 0$) ලක්ෂ්‍යයයි.
සජාතීය ආරෝපණ දෙකක් පවතින විට උදාසීන ලක්ෂ්‍යය පිහිටන්නේ කොහේද?,ආරෝපණ දෙක යා කරන රේඛාව මත ආරෝපණ දෙක අතරමැද.
විද්‍යුත් බල රේඛා ආරම්භ වන්නේ සහ අවසන් වන්නේ කිනම් ආරෝපණ වලින්ද?,ධන ($+$) ආරෝපණයකින් ආරම්භ වී සෘණ ($-$) ආරෝපණයකින් අවසන් වේ.
විද්‍යුත් බල රේඛාවකට අඳින ලද ස්පර්ශකයෙන් නිරූපණය වන්නේ කුමක්ද?,එම ලක්ෂ්‍යයේ විද්‍යුත් ක්ෂේත්‍ර තීව්‍රතාවයේ ($E$) දිශාවයි.
විද්‍යුත් බල රේඛා සහ සන්නායක පෘෂ්ඨ අතර කෝණය කෙබඳුද?,බල රේඛා පෘෂ්ඨයකට ඇතුළු වන්නේ හෝ පිටවන්නේ පෘෂ්ඨයට ලම්බකවය.
සන්නායකයක් තුළ විද්‍යුත් බල රේඛා පවතීද?,"නැත, ස්ථිති විද්‍යුත් තත්ත්ව යටතේ සන්නායකයක් තුළ $E = 0$ බැවින් බල රේඛා නැත."
විද්‍යුත් ක්ෂේත්‍රයක පවතින ආරෝපණයක ත්වරණය ($a$) සෙවීමේ සූත්‍රය කුමක්ද?,$a = \frac{qE}{m}$
රේඛීය ආරෝපණ ඝනත්වය ($\lambda$) අර්ථ දක්වන්න.,$\lambda = \frac{Q}{l}$ (ඒකක දිගක ඇති ආරෝපණය).
පෘෂ්ඨික ආරෝපණ ඝනත්වය ($\sigma$) අර්ථ දක්වන්න.,$\sigma = \frac{Q}{A}$ (ඒකක වර්ගඵලයක ඇති ආරෝපණය).
පරිමා ආරෝපණ ඝනත්වය ($\rho$) අර්ථ දක්වන්න.,$\rho = \frac{Q}{V}$ (ඒකක පරිමාවක ඇති ආරෝපණය).
විද්‍යුත් ස්‍රාවය ($\phi$) යනු කුමක්ද?,විද්‍යුත් ක්ෂේත්‍රයකට ලම්බකව පවතින පෘෂ්ඨයක් හරහා ගමන් කරන මුළු බල රේඛා සංඛ්‍යාව පිළිබඳ මිනුමකි.
ගවුස් ප්‍රමේයය ප්‍රකාශ කරන්න.,"ඕනෑම සංවෘත පෘෂ්ඨයක් හරහා පිටවන මුළු විද්‍යුත් ස්‍රාවය ($\phi$), එම පෘෂ්ඨය තුළ ඇති මුළු ආරෝපණය (\(Q\)) මෙන් $\frac{1}{\varepsilon}$ ගුණයකි ($\phi = \frac{Q}{\varepsilon}$)."
ආරෝපිත සන්නායක ගෝලයක් ඇතුළත ඕනෑම ලක්ෂ්‍යයක විද්‍යුත් ක්ෂේත්‍ර තීව්‍රතාවය කොපමණද?,ශුන්‍ය වේ ($E = 0$).
ආරෝපිත සන්නායක ගෝලයක පෘෂ්ඨය මත ක්ෂේත්‍ර තීව්‍රතාවය සෙවීමේ සූත්‍රය කුමක්ද?,$E = \frac{1}{4\pi\varepsilon} \frac{Q}{R^2}$
ආරෝපිත සන්නායක තහඩුවක් අසල ලක්ෂ්‍යයක ක්ෂේත්‍ර තීව්‍රතාවය සඳහා ප්‍රකාශනය කුමක්ද?,$E = \frac{\sigma}{\varepsilon}$
ආරෝපිත පරිවාරක තහඩුවක් අසල ලක්ෂ්‍යයක ක්ෂේත්‍ර තීව්‍රතාවය සඳහා ප්‍රකාශනය කුමක්ද?,$E = \frac{\sigma}{2\varepsilon}$
විද්‍යුත් විභවය ($V$) අර්ථ දක්වන්න.,අනන්තයේ සිට ඒකක ධන ආරෝපණයක් විද්‍යුත් ක්ෂේත්‍රයක යම් ලක්ෂ්‍යයකට ගෙන ඒමට විද්‍යුත් ක්ෂේත්‍රයට විරුද්ධව කළ යුතු කාර්යයයි.
විද්‍යුත් විභවයේ ඒකකය කුමක්ද?,$JC^{-1}$ හෝ වෝල්ට් ($V$).
ලක්ෂ්‍යාකාර ආරෝපණයක සිට $r$ දුරකදී විද්‍යුත් විභවය සෙවීමේ සූත්‍රය කුමක්ද?,$V = \frac{1}{4\pi\varepsilon} \frac{Q}{r}$
